# Summary: Whole-Script Confusables
# File: confusablesWholeScript.txt
# Version: 2.1
# Generated: 2010-04-13, 01:33:25 GMT
# Checkin: $Revision: 1.29 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
# This data is used for determining whether a strings is a
# whole-script or mixed-script confusable.
# The mappings here ignore common and inherited script characters,
# such as accents.

# Lowercase Only

# Arabic; Latin: [ةۃ]

0629          ; Arab; Latn; L #      (ة)  ARABIC LETTER TEH MARBUTA
# Total code points: 4

# Hebrew; Tifinagh: [ויןױ]

05D5          ; Hebr; Tfng; A #      (ו)  HEBREW LETTER VAV
05D9          ; Hebr; Tfng; A #      (י)  HEBREW LETTER YOD
05DF          ; Hebr; Tfng; A #      (ן)  HEBREW LETTER FINAL NUN
05F1          ; Hebr; Tfng; A #      (ױ)  HEBREW LIGATURE YIDDISH VAV YOD

# Total code points: 4

# Hiragana; Katakana: [へ]

3078          ; Hira; Kana; A #      (へ)  HIRAGANA LETTER HE

# Total code points: 1

# Kannada; Armenian: [ಂ೦]

0C82          ; Knda; Armn; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Armn; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Bengali: [ಃ]

0C83          ; Knda; Beng; A #      (ಃ)  KANNADA SIGN VISARGA

# Total code points: 1

# Kannada; Cyrillic: [ಂ೦]

0C82          ; Knda; Cyrl; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Cyrl; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Devanagari: [ಂ೦]

0C82          ; Knda; Deva; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Deva; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Greek: [ಂ೦]

0C82          ; Knda; Grek; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Grek; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Gujarati: [ಂ೦]

0C82          ; Knda; Gujr; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Gujr; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Gurmukhi: [ಂಃ೦]

0C82..0C83    ; Knda; Guru; A #  [2] (ಂ..ಃ)  KANNADA SIGN ANUSVARA..KANNADA SIGN VISARGA
0CE6          ; Knda; Guru; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 3

# Kannada; Hebrew: [ಂ೦]

0C82          ; Knda; Hebr; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Hebr; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Lao: [ಂ೦]

0C82          ; Knda; Laoo; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Laoo; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Latin: [ಂ೦]

0C82          ; Knda; Latn; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Latn; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Malayalam: [ಂಃ೦]

0C82..0C83    ; Knda; Mlym; A #  [2] (ಂ..ಃ)  KANNADA SIGN ANUSVARA..KANNADA SIGN VISARGA
0CE6          ; Knda; Mlym; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 3

# Kannada; Myanmar: [ಂಃ೦]

0C82..0C83    ; Knda; Mymr; A #  [2] (ಂ..ಃ)  KANNADA SIGN ANUSVARA..KANNADA SIGN VISARGA
0CE6          ; Knda; Mymr; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 3

# Kannada; Sinhala: [ಂಃ೦]

0C82..0C83    ; Knda; Sinh; A #  [2] (ಂ..ಃ)  KANNADA SIGN ANUSVARA..KANNADA SIGN VISARGA
0CE6          ; Knda; Sinh; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 3

# Kannada; Tamil: [ಂ೦]

0C82          ; Knda; Taml; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Taml; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Kannada; Telugu: [ಂಃಅ-ಇಒ-ಔಜಞಣಯಱಲೌ೦-೨೯]

0C82..0C83    ; Knda; Telu; A #  [2] (ಂ..ಃ)  KANNADA SIGN ANUSVARA..KANNADA SIGN VISARGA
0C85..0C87    ; Knda; Telu; A #  [3] (ಅ..ಇ)  KANNADA LETTER A..KANNADA LETTER I
0C92..0C94    ; Knda; Telu; A #  [3] (ಒ..ಔ)  KANNADA LETTER O..KANNADA LETTER AU
0C9C          ; Knda; Telu; A #      (ಜ)  KANNADA LETTER JA
0C9E          ; Knda; Telu; A #      (ಞ)  KANNADA LETTER NYA
0CA3          ; Knda; Telu; A #      (ಣ)  KANNADA LETTER NNA
0CAF          ; Knda; Telu; A #      (ಯ)  KANNADA LETTER YA
0CB1..0CB2    ; Knda; Telu; A #  [2] (ಱ..ಲ)  KANNADA LETTER RRA..KANNADA LETTER LA
0CCC          ; Knda; Telu; A #      (ೌ)  KANNADA VOWEL SIGN AU
0CE6..0CE8    ; Knda; Telu; A #  [3] (೦..೨)  KANNADA DIGIT ZERO..KANNADA DIGIT TWO
0CEF          ; Knda; Telu; A #      (೯)  KANNADA DIGIT NINE

# Total code points: 19

# Kannada; Thai: [ಂ೦]

0C82          ; Knda; Thai; A #      (ಂ)  KANNADA SIGN ANUSVARA
0CE6          ; Knda; Thai; A #      (೦)  KANNADA DIGIT ZERO

# Total code points: 2

# Katakana; Hiragana: [ヘ]

30D8          ; Kana; Hira; A #      (ヘ)  KATAKANA LETTER HE

# Total code points: 1

# Khmer; Lao: [ំ]

17C6          ; Khmr; Laoo; A #      (ំ)  KHMER SIGN NIKAHIT

# Total code points: 1

# Khmer; Myanmar: [ំ]

17C6          ; Khmr; Mymr; A #      (ំ)  KHMER SIGN NIKAHIT

# Total code points: 1

# Khmer; Tamil: [ំ]

17C6          ; Khmr; Taml; A #      (ំ)  KHMER SIGN NIKAHIT

# Total code points: 1

# Khmer; Thai: [ិ-ឺំ]

17B7..17BA    ; Khmr; Thai; A #  [4] (ិ..ឺ)  KHMER VOWEL SIGN I..KHMER VOWEL SIGN YY
17C6          ; Khmr; Thai; A #      (ំ)  KHMER SIGN NIKAHIT

# Total code points: 5

# Lao; Armenian: [໐]

0ED0          ; Laoo; Armn; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Cyrillic: [໐]

0ED0          ; Laoo; Cyrl; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Devanagari: [໐]

0ED0          ; Laoo; Deva; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Greek: [໐]

0ED0          ; Laoo; Grek; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Gujarati: [໐]

0ED0          ; Laoo; Gujr; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Gurmukhi: [໐]

0ED0          ; Laoo; Guru; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Hebrew: [໐]

0ED0          ; Laoo; Hebr; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Kannada: [໐]

0ED0          ; Laoo; Knda; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Khmer: [ໍ]

0ECD          ; Laoo; Khmr; A #      (ໍ)  LAO NIGGAHITA

# Total code points: 1

# Lao; Latin: [໐]

0ED0          ; Laoo; Latn; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Malayalam: [໐]

0ED0          ; Laoo; Mlym; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Myanmar: [ໍ໐]

0ECD          ; Laoo; Mymr; A #      (ໍ)  LAO NIGGAHITA
0ED0          ; Laoo; Mymr; A #      (໐)  LAO DIGIT ZERO

# Total code points: 2

# Lao; Sinhala: [໐]

0ED0          ; Laoo; Sinh; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Tamil: [ໍ໐]

0ECD          ; Laoo; Taml; A #      (ໍ)  LAO NIGGAHITA
0ED0          ; Laoo; Taml; A #      (໐)  LAO DIGIT ZERO

# Total code points: 2

# Lao; Telugu: [໐]

0ED0          ; Laoo; Telu; A #      (໐)  LAO DIGIT ZERO

# Total code points: 1

# Lao; Thai: [ຈຍບປຝ-ຟຸູ່-໋ໍ໐]

0E88          ; Laoo; Thai; A #      (ຈ)  LAO LETTER CO
0E8D          ; Laoo; Thai; A #      (ຍ)  LAO LETTER NYO
0E9A..0E9B    ; Laoo; Thai; A #  [2] (ບ..ປ)  LAO LETTER BO..LAO LETTER PO
0E9D..0E9F    ; Laoo; Thai; A #  [3] (ຝ..ຟ)  LAO LETTER FO TAM..LAO LETTER FO SUNG
0EB8..0EB9    ; Laoo; Thai; A #  [2] (ຸ..ູ)  LAO VOWEL SIGN U..LAO VOWEL SIGN UU
0EC8..0ECB    ; Laoo; Thai; A #  [4] (່..໋)  LAO TONE MAI EK..LAO TONE MAI CATAWA
0ECD          ; Laoo; Thai; A #      (ໍ)  LAO NIGGAHITA
0ED0          ; Laoo; Thai; A #      (໐)  LAO DIGIT ZERO

# Total code points: 15

# Latin; Arabic: [ö]

00F6          ; Latn; Arab; A #      (ö)  LATIN SMALL LETTER O WITH DIAERESIS

# Total code points: 1

# Latin; Armenian: [OSUf-hjnoqu-wØøħƠơǾ]

004F          ; Latn; Armn; A #      (O)  LATIN CAPITAL LETTER O
0053          ; Latn; Armn; A #      (S)  LATIN CAPITAL LETTER S
0055          ; Latn; Armn; A #      (U)  LATIN CAPITAL LETTER U
0066..0068    ; Latn; Armn; A #  [3] (f..h)  LATIN SMALL LETTER F..LATIN SMALL LETTER H
006A          ; Latn; Armn; A #      (j)  LATIN SMALL LETTER J
006E..006F    ; Latn; Armn; A #  [2] (n..o)  LATIN SMALL LETTER N..LATIN SMALL LETTER O
0071          ; Latn; Armn; A #      (q)  LATIN SMALL LETTER Q
0075..0077    ; Latn; Armn; A #  [3] (u..w)  LATIN SMALL LETTER U..LATIN SMALL LETTER W
00D8          ; Latn; Armn; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
00F8          ; Latn; Armn; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
0127          ; Latn; Armn; A #      (ħ)  LATIN SMALL LETTER H WITH STROKE
01A0..01A1    ; Latn; Armn; A #  [2] (Ơ..ơ)  LATIN CAPITAL LETTER O WITH HORN..LATIN SMALL LETTER O WITH HORN
01FE          ; Latn; Armn; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE

# Total code points: 19

# Latin; Bengali: [OØƠǾ]

004F          ; Latn; Beng; A #      (O)  LATIN CAPITAL LETTER O
00D8          ; Latn; Beng; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
01A0          ; Latn; Beng; A #      (Ơ)  LATIN CAPITAL LETTER O WITH HORN
01FE          ; Latn; Beng; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE

# Total code points: 4

# Latin; Cyrillic: [A-CEG-MOPSTW-Ya-eh-ln-yÆÇØæçøđĦħıĸŁłŦŧƠơǾ]

0041..0043    ; Latn; Cyrl; A #  [3] (A..C)  LATIN CAPITAL LETTER A..LATIN CAPITAL LETTER C
0045          ; Latn; Cyrl; A #      (E)  LATIN CAPITAL LETTER E
0047..004D    ; Latn; Cyrl; A #  [7] (G..M)  LATIN CAPITAL LETTER G..LATIN CAPITAL LETTER M
004F..0050    ; Latn; Cyrl; A #  [2] (O..P)  LATIN CAPITAL LETTER O..LATIN CAPITAL LETTER P
0053..0054    ; Latn; Cyrl; A #  [2] (S..T)  LATIN CAPITAL LETTER S..LATIN CAPITAL LETTER T
0057..0059    ; Latn; Cyrl; A #  [3] (W..Y)  LATIN CAPITAL LETTER W..LATIN CAPITAL LETTER Y
0061..0065    ; Latn; Cyrl; A #  [5] (a..e)  LATIN SMALL LETTER A..LATIN SMALL LETTER E
0068..006C    ; Latn; Cyrl; A #  [5] (h..l)  LATIN SMALL LETTER H..LATIN SMALL LETTER L
006E..0079    ; Latn; Cyrl; A # [12] (n..y)  LATIN SMALL LETTER N..LATIN SMALL LETTER Y
00C6..00C7    ; Latn; Cyrl; A #  [2] (Æ..Ç)  LATIN CAPITAL LETTER AE..LATIN CAPITAL LETTER C WITH CEDILLA
00D8          ; Latn; Cyrl; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
00E6..00E7    ; Latn; Cyrl; A #  [2] (æ..ç)  LATIN SMALL LETTER AE..LATIN SMALL LETTER C WITH CEDILLA
00F8          ; Latn; Cyrl; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
0111          ; Latn; Cyrl; A #      (đ)  LATIN SMALL LETTER D WITH STROKE
0126..0127    ; Latn; Cyrl; A #  [2] (Ħ..ħ)  LATIN CAPITAL LETTER H WITH STROKE..LATIN SMALL LETTER H WITH STROKE
0131          ; Latn; Cyrl; A #      (ı)  LATIN SMALL LETTER DOTLESS I
0138          ; Latn; Cyrl; A #      (ĸ)  LATIN SMALL LETTER KRA
0141..0142    ; Latn; Cyrl; A #  [2] (Ł..ł)  LATIN CAPITAL LETTER L WITH STROKE..LATIN SMALL LETTER L WITH STROKE
0166..0167    ; Latn; Cyrl; A #  [2] (Ŧ..ŧ)  LATIN CAPITAL LETTER T WITH STROKE..LATIN SMALL LETTER T WITH STROKE
01A0..01A1    ; Latn; Cyrl; A #  [2] (Ơ..ơ)  LATIN CAPITAL LETTER O WITH HORN..LATIN SMALL LETTER O WITH HORN
01FE          ; Latn; Cyrl; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE

# Total code points: 58

# Latin; Devanagari: [oøơ]

006F          ; Latn; Deva; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Deva; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Deva; A #      (ơ)  LATIN SMALL LETTER O WITH HORN

# Total code points: 3

# Latin; Georgian: [y]

0079          ; Latn; Geor; A #      (y)  LATIN SMALL LETTER Y

# Total code points: 1

# Latin; Greek: [ABEHIK-PTX-Zaikln-pt-vyØßøĦıĸŁłŦŧƠơǾ]

0041..0042    ; Latn; Grek; A #  [2] (A..B)  LATIN CAPITAL LETTER A..LATIN CAPITAL LETTER B
0045          ; Latn; Grek; A #      (E)  LATIN CAPITAL LETTER E
0048..0049    ; Latn; Grek; A #  [2] (H..I)  LATIN CAPITAL LETTER H..LATIN CAPITAL LETTER I
004B..0050    ; Latn; Grek; A #  [6] (K..P)  LATIN CAPITAL LETTER K..LATIN CAPITAL LETTER P
0054          ; Latn; Grek; A #      (T)  LATIN CAPITAL LETTER T
0058..005A    ; Latn; Grek; A #  [3] (X..Z)  LATIN CAPITAL LETTER X..LATIN CAPITAL LETTER Z
0061          ; Latn; Grek; A #      (a)  LATIN SMALL LETTER A
0069          ; Latn; Grek; A #      (i)  LATIN SMALL LETTER I
006B..006C    ; Latn; Grek; A #  [2] (k..l)  LATIN SMALL LETTER K..LATIN SMALL LETTER L
006E..0070    ; Latn; Grek; A #  [3] (n..p)  LATIN SMALL LETTER N..LATIN SMALL LETTER P
0074..0076    ; Latn; Grek; A #  [3] (t..v)  LATIN SMALL LETTER T..LATIN SMALL LETTER V
0079          ; Latn; Grek; A #      (y)  LATIN SMALL LETTER Y
00D8          ; Latn; Grek; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
00DF          ; Latn; Grek; A #      (ß)  LATIN SMALL LETTER SHARP S
00F8          ; Latn; Grek; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
0126          ; Latn; Grek; A #      (Ħ)  LATIN CAPITAL LETTER H WITH STROKE
0131          ; Latn; Grek; A #      (ı)  LATIN SMALL LETTER DOTLESS I
0138          ; Latn; Grek; A #      (ĸ)  LATIN SMALL LETTER KRA
0141..0142    ; Latn; Grek; A #  [2] (Ł..ł)  LATIN CAPITAL LETTER L WITH STROKE..LATIN SMALL LETTER L WITH STROKE
0166..0167    ; Latn; Grek; A #  [2] (Ŧ..ŧ)  LATIN CAPITAL LETTER T WITH STROKE..LATIN SMALL LETTER T WITH STROKE
01A0..01A1    ; Latn; Grek; A #  [2] (Ơ..ơ)  LATIN CAPITAL LETTER O WITH HORN..LATIN SMALL LETTER O WITH HORN
01FE          ; Latn; Grek; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE

# Total code points: 39

# Latin; Gujarati: [oøơ]

006F          ; Latn; Gujr; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Gujr; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Gujr; A #      (ơ)  LATIN SMALL LETTER O WITH HORN

# Total code points: 3

# Latin; Gurmukhi: [oøơ]

006F          ; Latn; Guru; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Guru; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Guru; A #      (ơ)  LATIN SMALL LETTER O WITH HORN

# Total code points: 3

# Latin; Han: [OØƠǾ]

004F          ; Latn; Hani; A #      (O)  LATIN CAPITAL LETTER O
00D8          ; Latn; Hani; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
01A0          ; Latn; Hani; A #      (Ơ)  LATIN CAPITAL LETTER O WITH HORN
01FE          ; Latn; Hani; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE

# Total code points: 4

# Latin; Hebrew: [ILlovøŁłơ]

0049          ; Latn; Hebr; A #      (I)  LATIN CAPITAL LETTER I
004C          ; Latn; Hebr; A #      (L)  LATIN CAPITAL LETTER L
006C          ; Latn; Hebr; A #      (l)  LATIN SMALL LETTER L
006F          ; Latn; Hebr; A #      (o)  LATIN SMALL LETTER O
0076          ; Latn; Hebr; A #      (v)  LATIN SMALL LETTER V
00F8          ; Latn; Hebr; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
0141..0142    ; Latn; Hebr; A #  [2] (Ł..ł)  LATIN CAPITAL LETTER L WITH STROKE..LATIN SMALL LETTER L WITH STROKE
01A1          ; Latn; Hebr; A #      (ơ)  LATIN SMALL LETTER O WITH HORN

# Total code points: 9

# Latin; Kannada: [oøơ]

006F          ; Latn; Knda; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Knda; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Knda; A #      (ơ)  LATIN SMALL LETTER O WITH HORN

# Total code points: 3

# Latin; Lao: [oøơ]

006F          ; Latn; Laoo; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Laoo; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Laoo; A #      (ơ)  LATIN SMALL LETTER O WITH HORN

# Total code points: 3

# Latin; Malayalam: [OoØøƠơǾ]

004F          ; Latn; Mlym; A #      (O)  LATIN CAPITAL LETTER O
006F          ; Latn; Mlym; A #      (o)  LATIN SMALL LETTER O
00D8          ; Latn; Mlym; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
00F8          ; Latn; Mlym; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A0..01A1    ; Latn; Mlym; A #  [2] (Ơ..ơ)  LATIN CAPITAL LETTER O WITH HORN..LATIN SMALL LETTER O WITH HORN
01FE          ; Latn; Mlym; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE

# Total code points: 7

# Latin; Myanmar: [oøơ]

006F          ; Latn; Mymr; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Mymr; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Mymr; A #      (ơ)  LATIN SMALL LETTER O WITH HORN

# Total code points: 3

# Latin; Oriya: [OØƠǾ]

004F          ; Latn; Orya; A #      (O)  LATIN CAPITAL LETTER O
00D8          ; Latn; Orya; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
01A0          ; Latn; Orya; A #      (Ơ)  LATIN CAPITAL LETTER O WITH HORN
01FE          ; Latn; Orya; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE

# Total code points: 4

# Latin; Sinhala: [oøơ]

006F          ; Latn; Sinh; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Sinh; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Sinh; A #      (ơ)  LATIN SMALL LETTER O WITH HORN

# Total code points: 3

# Latin; Tamil: [CoÇøơ]

0043          ; Latn; Taml; A #      (C)  LATIN CAPITAL LETTER C
006F          ; Latn; Taml; A #      (o)  LATIN SMALL LETTER O
00C7          ; Latn; Taml; A #      (Ç)  LATIN CAPITAL LETTER C WITH CEDILLA
00F8          ; Latn; Taml; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Taml; A #      (ơ)  LATIN SMALL LETTER O WITH HORN

# Total code points: 5

# Latin; Telugu: [oøơ]

006F          ; Latn; Telu; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Telu; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Telu; A #      (ơ)  LATIN SMALL LETTER O WITH HORN

# Total code points: 3

# Latin; Thai: [oøơ]

006F          ; Latn; Thai; A #      (o)  LATIN SMALL LETTER O
00F8          ; Latn; Thai; A #      (ø)  LATIN SMALL LETTER O WITH STROKE
01A1          ; Latn; Thai; A #      (ơ)  LATIN SMALL LETTER O WITH HORN

# Total code points: 3

# Latin; Canadian_Aboriginal: [ABDFH-JLMPRUVbdlpxÐĐđĦŁł]

0041..0042    ; Latn; Cans; A #  [2] (A..B)  LATIN CAPITAL LETTER A..LATIN CAPITAL LETTER B
0044          ; Latn; Cans; A #      (D)  LATIN CAPITAL LETTER D
0046          ; Latn; Cans; A #      (F)  LATIN CAPITAL LETTER F
0048..004A    ; Latn; Cans; A #  [3] (H..J)  LATIN CAPITAL LETTER H..LATIN CAPITAL LETTER J
004C..004D    ; Latn; Cans; A #  [2] (L..M)  LATIN CAPITAL LETTER L..LATIN CAPITAL LETTER M
0050          ; Latn; Cans; A #      (P)  LATIN CAPITAL LETTER P
0052          ; Latn; Cans; A #      (R)  LATIN CAPITAL LETTER R
0055..0056    ; Latn; Cans; A #  [2] (U..V)  LATIN CAPITAL LETTER U..LATIN CAPITAL LETTER V
0062          ; Latn; Cans; A #      (b)  LATIN SMALL LETTER B
0064          ; Latn; Cans; A #      (d)  LATIN SMALL LETTER D
006C          ; Latn; Cans; A #      (l)  LATIN SMALL LETTER L
0070          ; Latn; Cans; A #      (p)  LATIN SMALL LETTER P
0078          ; Latn; Cans; A #      (x)  LATIN SMALL LETTER X
00D0          ; Latn; Cans; A #      (Ð)  LATIN CAPITAL LETTER ETH
0110..0111    ; Latn; Cans; A #  [2] (Đ..đ)  LATIN CAPITAL LETTER D WITH STROKE..LATIN SMALL LETTER D WITH STROKE
0126          ; Latn; Cans; A #      (Ħ)  LATIN CAPITAL LETTER H WITH STROKE
0141..0142    ; Latn; Cans; A #  [2] (Ł..ł)  LATIN CAPITAL LETTER L WITH STROKE..LATIN SMALL LETTER L WITH STROKE

# Total code points: 24

# Latin; Tifinagh: [EILOVXlØŁłƠǾ]

0045          ; Latn; Tfng; A #      (E)  LATIN CAPITAL LETTER E
0049          ; Latn; Tfng; A #      (I)  LATIN CAPITAL LETTER I
004C          ; Latn; Tfng; A #      (L)  LATIN CAPITAL LETTER L
004F          ; Latn; Tfng; A #      (O)  LATIN CAPITAL LETTER O
0056          ; Latn; Tfng; A #      (V)  LATIN CAPITAL LETTER V
0058          ; Latn; Tfng; A #      (X)  LATIN CAPITAL LETTER X
006C          ; Latn; Tfng; A #      (l)  LATIN SMALL LETTER L
00D8          ; Latn; Tfng; A #      (Ø)  LATIN CAPITAL LETTER O WITH STROKE
0141..0142    ; Latn; Tfng; A #  [2] (Ł..ł)  LATIN CAPITAL LETTER L WITH STROKE..LATIN SMALL LETTER L WITH STROKE
01A0          ; Latn; Tfng; A #      (Ơ)  LATIN CAPITAL LETTER O WITH HORN
01FE          ; Latn; Tfng; A #      (Ǿ)  LATIN CAPITAL LETTER O WITH STROKE AND ACUTE

# Total code points: 12

# Malayalam; Armenian: [ംഠ൦]

0D02          ; Mlym; Armn; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D20          ; Mlym; Armn; A #      (ഠ)  MALAYALAM LETTER TTHA
0D66          ; Mlym; Armn; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Bengali: [ഃഠ]

0D03          ; Mlym; Beng; A #      (ഃ)  MALAYALAM SIGN VISARGA
0D20          ; Mlym; Beng; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 2

# Malayalam; Cyrillic: [ംഠ൦]

0D02          ; Mlym; Cyrl; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D20          ; Mlym; Cyrl; A #      (ഠ)  MALAYALAM LETTER TTHA
0D66          ; Mlym; Cyrl; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Devanagari: [ം൦]

0D02          ; Mlym; Deva; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D66          ; Mlym; Deva; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 2

# Malayalam; Greek: [ംഠ൦]

0D02          ; Mlym; Grek; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D20          ; Mlym; Grek; A #      (ഠ)  MALAYALAM LETTER TTHA
0D66          ; Mlym; Grek; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Gujarati: [ം൦]

0D02          ; Mlym; Gujr; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D66          ; Mlym; Gujr; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 2

# Malayalam; Gurmukhi: [ംഃ൦]

0D02..0D03    ; Mlym; Guru; A #  [2] (ം..ഃ)  MALAYALAM SIGN ANUSVARA..MALAYALAM SIGN VISARGA
0D66          ; Mlym; Guru; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Han: [ഠ]

0D20          ; Mlym; Hani; A #      (ഠ)  MALAYALAM LETTER TTHA

# Total code points: 1

# Malayalam; Hebrew: [ം൦]

0D02          ; Mlym; Hebr; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D66          ; Mlym; Hebr; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 2

# Malayalam; Kannada: [ംഃ൦]

0D02..0D03    ; Mlym; Knda; A #  [2] (ം..ഃ)  MALAYALAM SIGN ANUSVARA..MALAYALAM SIGN VISARGA
0D66          ; Mlym; Knda; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 3

# Malayalam; Lao: [ം൦]

0D02          ; Mlym; Laoo; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D66          ; Mlym; Laoo; A #      (൦)  MALAYALAM DIGIT ZERO

# Total code points: 2

# Malayalam; Latin: [ംഠ൦]

0D02          ; Mlym; Latn; A #      (ം)  MALAYALAM SIGN ANUSVARA
0D20          ; Mlym; Latn; A #      (ഠ)  MALAYALAM LETTER TTHA
